,Date,User,Tweet,Like,Reply,Retweet,Quote
395,2022-01-12 14:48:08+00:00,itsmezeee_,"""On her call to volunteers to do the ground work"" I'm not sure huh, kung kasi language major ako or what but the way this was phrased. Parang ginamit ni VP Leni yung volunteers nya. HINDI po, Sinusupport namin si VP Leni, we campaign for her because we believe in her https://t.co/rlqSOxyxHE qqqqq",3,0,0,0
396,2022-01-12 14:48:03+00:00,straaangge,"Baka sa Chinese New Year pa talaga magbabago ang buhay natin. Which year, we don’t know. Baka kapag si Leni na ang Presidente. qqqqq",6,1,0,0
397,2022-01-12 14:47:08+00:00,shrutzzistic,"Listen,
I'm okay with online classes
I'm okay with everything yaar😭

But please,don't postponed the weddings
Kyunki mujhe dance krna h,mujhe khaana h, mujhe cousins aur friends ke saath milke bitching krni h,mujhe lehanga pehn ke twirl krna h, selfiyaan leni hai..etc.etc..😭😭😭 qqqqq",13,1,0,0
398,2022-01-12 14:46:54+00:00,britamericaball,"Last election, she probably voted Otso Diretso 

And this year, she will probably vote for Leni and the Pink taliban https://t.co/Z1pkLVj35G qqqqq",2,0,0,0
399,2022-01-12 14:46:22+00:00,hellomaryan,"“kaning mga muingon ug bobo si leni no kay mao sad raba ning mga nagkabalintong ang english inig mag post sa fb” 

HAHAHAHAHSHSHSHS MISS MARYLEN SNAPPEDT qqqqq",2,0,0,0
400,2022-01-12 14:46:02+00:00,constantieK7,Vaavi varasalu leni loafer gaalu ekkuvaipoyaaru. IRL kuda ilaane untaaremo https://t.co/985MEMHiSw qqqqq,0,1,0,0
401,2022-01-12 14:45:37+00:00,lalanggsss,"So ang qt nung kalaro namin ni jb, tapos sabi niya ""leni po para sa pagbabago"" Gago 11 y/o pero di bulag🥺👍👍 qqqqq",0,0,0,0
402,2022-01-12 14:45:19+00:00,PackandCarryAll,"Kahit sa kaharian ng Twitter,  Talo pa rin si Leni pag sumabay kay BBM... 

i-ANGAT mo muna ang Rating mo bago ang Buhay ng ibang Tao at baka bumaliktad maging TANGA ka. 🤭 https://t.co/pcjccZ8DO3 qqqqq",1,1,0,0
403,2022-01-12 14:44:42+00:00,ashl4nx,leni ~ヾ(＾∇＾) qqqqq,1,0,0,0
404,2022-01-12 14:44:10+00:00,MyEnkeli,"Hahaha, before mag end un meeting, humirit ulet sya ih:

Boss/Dean: Di na ba talaga magbabago isip mo? Kahit 1 group lang sa RLE?
Ako: Saka na Boss. Pag nanalo na si VP Leni Robredo as President sa May 2022 election, baka siguro pumayag na akong maghandle ng RLE.
#LetLeniLead qqqqq",3,0,0,0
405,2022-01-12 14:43:46+00:00,iloveyoubeadel,"yaedoy hino adtun gumuliat hin ""Leni Roberto"" qqqqq",0,0,0,0
406,2022-01-12 14:43:09+00:00,mzaky89210188,"i like this project.. its very good

@Azfarheri 
@lenirobredo 
@imranirampal https://t.co/GfCUF9ugGg qqqqq",0,0,0,0
407,2022-01-12 14:42:23+00:00,MrWild72940941,"Kahit sa maliit na paraan man lang, pagsimula ng kampanya asahan mo ko at ang pamilya ko na tutulungan ka namin VP Leni Robredo para maging Presidente.
#LeniRobredo2022 https://t.co/wyoJbii4xP qqqqq",2,0,1,0
408,2022-01-12 14:42:18+00:00,gelobeans91,"Bangon Bayan Muli kay Leni! 🇵🇭
IkawAngNaIsko Leni! 🇵🇭
Angat Buhay Lahat Leni! 🇵🇭 qqqqq",10,0,0,0
409,2022-01-12 14:42:13+00:00,hanarimyoui,HAHAHAHA TANONG LANG PO AH SPAGHETTI POBA SI LENI KASE PARANG PABABA PO SYA NG PABABA HAHAHAHA #KayMarcosTayo BBMSARA PARIN ❤️💚✌️👊 https://t.co/gUXM90Vemh qqqqq,0,0,0,0
410,2022-01-12 14:41:45+00:00,DugoKoPINK,"Kay @lenirobredo may plano dahil sa GOBYERNONG TAPAT, ANGAT BUHAY LAHAT! #kakampinkwednesday #LeniKiko2022 https://t.co/TAKZHKbnr8 qqqqq",0,0,0,0
411,2022-01-12 14:41:16+00:00,refennej02,"I did not vote you Ma'am Leni Robredo last 2016. But i'll make sure this time, My whole family will vote for you ❤️ https://t.co/mD5aPuZMwL qqqqq",46,0,3,0
412,2022-01-12 14:40:54+00:00,miawlrd,i love leni :c qqqqq,5,0,1,0
413,2022-01-12 14:40:38+00:00,dclnviv_,Bakit pati yung Jingle natin na Kay Leni Tayo gagayahin???? Wala na ba silang maisip na ibang tagline? qqqqq,7,3,0,0
414,2022-01-12 14:40:01+00:00,ropacer,I voted for that but unfortunately after hours it was already deleted. VP Leni again won that informal survey. https://t.co/LzIWMo0gnc qqqqq,0,0,0,0
415,2022-01-12 14:39:36+00:00,MrWild72940941,"Excited na ko makita at maging President si Leni Robredo 💗
#LetLeniLead qqqqq",7,0,1,0
416,2022-01-12 14:38:46+00:00,PhilipP77125423,#KayMarcosTayo Leni Robredo @gmanetwork @ABSCBN @iamkarendavila @rapplerdotcom @inquirerdotnet @PhilippineStar https://t.co/3YRfrMwwoO qqqqq,0,0,0,0
417,2022-01-12 14:38:43+00:00,Gabgrielle,"Kapag napapalabas ako ng bahay, lalong lumalaki ang pag asa ko na mananalo si Leni at Kiko. Puro tarpaulins nila nakikita ko sa mga kapitbahay. 💞#LeniKiko2022 #LeniForPresident2022 qqqqq",39,1,5,0
418,2022-01-12 14:38:38+00:00,Kikosaurr,"i can feel it in my bones, leni will win qqqqq",0,0,0,0
419,2022-01-12 14:38:12+00:00,volleyzone_,"#NoToMarcosDuterte2022 
No to BBMSARA PARIN
No to #KayMarcosTayo 

YES TO #LeniKiko2022 
Si Leni Robredo ang pagasa natin qqqqq",4,0,1,0
420,2022-01-12 14:37:31+00:00,rodolfvincent,"Sumikat at nagviral ang ABL (ANYTHING BUT LENI) GROUP,

Gaya naman agad mga kakampinks sa Angat Buhay Lahat in hopes na may maligaw at sumali sa group nila nyahahahahahaha qqqqq",0,0,0,0
421,2022-01-12 14:36:42+00:00,tiamzonchris07,"pasensya na kayo kung puro Leni ang laman ng shared posts ko ha syaka sa tweets, desperate ako talaga e hahaha we need to open the eyes of the many, tyaga tyaga lang qqqqq",2,0,0,0
422,2022-01-12 14:35:22+00:00,ctrldean_,"Please help support Kpop Stans 4 Leni, add a #Twibbon now! https://t.co/h29KbSiFv7 qqqqq",1,0,0,0
423,2022-01-12 14:35:18+00:00,locaplantita,"She's 3rd place (going 4th sa polls) for a reason 🤫 every time she opens her mouth, she makes a fool of herself 😉 her LIVE videos are proof. Okay na? If not, wala po ako pake kung di mo titignan yung side ni Leni na yon. https://t.co/iOHbR9u7ZM qqqqq",0,0,0,0
424,2022-01-12 14:32:53+00:00,JmWyatt5,"The reason we are voting for Leni is because we are not selfish, we are not thinking about ourselves but the people who needs her most which are the poor, the ones that lives in remote areas, the ones who were abused &amp; the ones who were silences. It's about you. 💕 qqqqq",5,0,0,0
425,2022-01-12 14:31:54+00:00,kibitzer2379,"Ako si Kib mula sa Laguna, lumalaban at sumusuporta para kay LENI ROBREDO (@lenirobredo) at para sa mas magandang kinabukasan ng bawat Pilipino! 

Kay LENI ROBREDO, Gobyernong Tapat, Angat Buhay Lahat! 

#LakasNiLeni #LeniKiko2022 https://t.co/NhNQq7HdTp qqqqq",16,1,5,0
426,2022-01-12 14:31:49+00:00,8potatoooo,"Hi guys, join na kayo sa fb group for more entertaining posts abt Nanay Leni! 🥰
https://t.co/jhRwVwrbVd

#KayMarcosTayo qqqqq",1,0,0,0
427,2022-01-12 14:31:36+00:00,dixterrific,"Materials now with Gensan for Leni team! Let’s go!!! 💕

Still have some with me sa mga interested. 💕 qqqqq",25,0,3,0
428,2022-01-12 14:31:26+00:00,Maripos19656429,"Sa laki ng Budget sa Youtube ads na di ma skip² wag po kami madam iba nlng 😆😁napaksinungaling mo tlga fake vp👀🙄
@lenirobredo https://t.co/KFuD3Up9UH qqqqq",0,0,0,0
429,2022-01-12 14:31:22+00:00,CrisostomoJake,"Bakit nga ba Gov? Haha Kay Leni Robredo, angat buhay tayo 😉 #LeniKiko2022 https://t.co/I0XDbwbkUU qqqqq",3,0,3,0
430,2022-01-12 14:30:28+00:00,tawanandonlyyy,"GOBYERNONG TAPAT
ANGAT BUHAY LAHAT.
Leni Robredo. President. qqqqq",9,0,6,0
431,2022-01-12 14:30:24+00:00,xldxvxqsy,please boto niyo si leni huhuhu kapag si marcos nanalo hindi ko pa alam if kakayanin ko pa maging pinoy 😭😭 https://t.co/61VHJiZXMn qqqqq,0,0,0,0
432,2022-01-12 14:28:47+00:00,13thgentleman,begging all of u to vote for leni robredo qqqqq,3,0,0,0
433,2022-01-12 14:28:44+00:00,JmWyatt5,"Imagine once Leni is president, she is the only in her family that is in politics while her daughters are all professionals with degrees and were once scholars. It is a great example for Filipinos to follow. It's a start 💕 qqqqq",3,0,0,0
434,2022-01-12 14:27:31+00:00,paulpasia,"ABL in FB has become a refuge of those ""crucified"" by toxic Leni supporters.Apparently,a lot are repulsed because of her supporters' toxicity.I have a friend who said she'll never vote BBM (over her dead body daw),but considers him now. Sad,but they only have themselves to blame https://t.co/m4UEWEEn6X qqqqq",3,1,0,0
435,2022-01-12 14:27:13+00:00,Brittpower2,"Whoa 27K+ votes?? Amazing. 

Manifesting 🕯🕯🕯

#LetLeniLead2022 
@lenirobredo https://t.co/w3b92oT0Zm qqqqq",0,0,0,0
436,2022-01-12 14:27:09+00:00,dafferss,it’s so scary how there are so many anti-leni on tiktok qqqqq,1,0,0,0
437,2022-01-12 14:26:06+00:00,jmsplstc,"Please help support Kpop Stans 4 Leni, add a #Twibbon now! https://t.co/OTpMuLpHZC qqqqq",2,0,0,0
438,2022-01-12 14:25:38+00:00,_CYchology,"Great article - though I caution people against thinking Leni is a shoo-in: it will take a lot of hard work to change hearts and minds, to continue to spread kindness, talk about her platform, and engage in good conversations with people https://t.co/IzqjW8iG40 qqqqq",5,1,0,0
439,2022-01-12 14:25:29+00:00,AyyyTO20,VP @lenirobredo Thank you for your genuine dedication to help our fellow men. Thank you for your existence and thank you for dedicating your life and soul to the country and its people. You are the best thing that ever happened to the Philippines. 💕💕💕 https://t.co/YtseuJoynY qqqqq,2,0,1,0
440,2022-01-12 14:24:30+00:00,hanarimyoui,"Grabe sa fake news si manay san nya kaya nakukuha ung mga fake news na makinarya at kung ano ano pang ka ek ekan tanggapin monalang kasi leni na 3% nalang supporters mo wag kanang manira kase sa ginagawa mo lalo kang nagmumukhang kaawa awa at inaayawan ng tao
#KayMarcosTayo https://t.co/UYrw0nB6du qqqqq",3,0,3,0
441,2022-01-12 14:23:52+00:00,PaxtonDy,Duterte Administration has done so much to fight against communist insurgency. One vote for Leni will take us two steps backwards. BBMSARA PA RIN #KayMarcosTayo https://t.co/DEn7rLf8CU qqqqq,0,0,0,1
442,2022-01-12 14:23:43+00:00,ryellekoojescon,Leni Robredo qqqqq,7,0,0,0
443,2022-01-12 14:23:39+00:00,premparihar05,Lead Leni bhawdo...out kro jaldi qqqqq,0,0,0,0
444,2022-01-12 14:22:58+00:00,Geocoski,"Trying so hard to detach from the LP brand. Clearly,  something is wrong with that party. Sorry Leni but that yellow brand will be with you forever. 😂😂 https://t.co/W9SRzNIk6a qqqqq",0,0,0,0
445,2022-01-12 14:22:29+00:00,akosirenzoy,"Akala ko hindi ako makakasali sa lugawan dhl sa online class ko buti nakahabol. At eto ang napansin ko, si kuya na tricycle driver mismo ang nagdikit nang Leni sticker sa tricycle nya. Indeed, #KakamPink si kuya tricycle driver.  #MisOccForLeni #OroquietaCityForLeni https://t.co/Y84dwDlTyz qqqqq",86,2,13,0
446,2022-01-12 14:22:27+00:00,christoper051,Mag Tie braking po tayo mga mamayanan ng Pilipinas dahil nagpangabot sa poll ang BBM&amp;SARA at LENI&amp;KIKO #BBMSaBalota #BBMSARA2022 #Leni #Kakampinks qqqqq,0,1,0,0
447,2022-01-12 14:21:34+00:00,idyyllliic,bumrah tumhe fifer nahi leni kya? qqqqq,2,1,0,0
448,2022-01-12 14:21:24+00:00,manila_wanderer,"Tatalunin ng Angat Buhay Lahat ni Leni Robredo ang #KayMarcosTayo 
Sigurado na yan. qqqqq",1,2,0,0
449,2022-01-12 14:21:04+00:00,syupeochuniyo,"Please help support Kpop Stans 4 Leni, add a #Twibbon now! https://t.co/v4p0QxHmIE qqqqq",3,0,0,0
450,2022-01-12 14:20:12+00:00,locaplantita,HALAAAA BAKIT PAG LENI SUPPORTER MAHILIG MAMBALIKTAD? YUNG ANG LAYO NG COMMENT SA POST? Nakicomment na nga lang sa post ko WALANG KONEK NAMAN YUNG SINABI. GO BACK TO YOUR KUBOL Baka doon may sense ka. https://t.co/jSkTGXn76r qqqqq,1,1,0,1
451,2022-01-12 14:20:07+00:00,Magtira_Matibay,Lots of independent surveys shows LENI is leading. #LeniForPresident2022 https://t.co/93sFpM0Fx4 qqqqq,6,0,0,0
452,2022-01-12 14:19:57+00:00,kapengrenato,"Please help support Kpop Stans 4 Leni, add a #Twibbon now! https://t.co/smdQIzPgyp qqqqq",1,0,0,0
453,2022-01-12 14:19:52+00:00,aeribombs,"Please help support Kpop Stans 4 Leni, add a #Twibbon now! https://t.co/6IUPXUdXkJ qqqqq",2,0,0,0
454,2022-01-12 14:19:43+00:00,augusthead963,I wanna do a Leni Robredo as Taylor Swift thread qqqqq,2,1,0,0
455,2022-01-12 14:19:24+00:00,KimIndar,"Wala rin kayong sinabi Auntie @lenirobredo sa survey ratings nina BBM &amp; Sara. At yan ang di niyo kakakayanin hanggang May 9!😜😁😜
 
BBMSARA PARIN
#KayMarcosTayo https://t.co/luuXNRGOCL qqqqq",55,17,20,5
456,2022-01-12 14:18:16+00:00,locaplantita,This PATHETIC Leni supporter tho... https://t.co/jGcfc0Dlbi qqqqq,0,0,0,0
457,2022-01-12 14:17:36+00:00,LourivalGarcia6,"Revolucionário Leni comentava com seus camaradas, os trabalhadores sempre estarão divididos entre si é um mau que devem combater. https://t.co/Tcrp42Fefs qqqqq",2,0,0,0
458,2022-01-12 14:15:26+00:00,choosenot2givup,"Kay Robredo, Angat buhay lahat.

Hangang ngayon hindi ko pa din maintindihan bakit negative ang ""Leni Lugaw"". 😒 mas matindi pa ba sya sa magnanakaw, singungaling at tamad? I can't fathom 🤔 

Happy birthday D.O. qqqqq",0,1,0,0
459,2022-01-12 14:14:56+00:00,hanarimyoui,"Yan dami nagawa ni leni kaya #KayMarcosTayo 
Hahahahah https://t.co/vuuFVdqkun qqqqq",0,1,0,0
460,2022-01-12 14:14:33+00:00,ravenandnicole,Mayroong hindi sasakay 😅😅😅 cancel culture follows angat buhay cry ni alemg leni https://t.co/FPvOt4Pcq3 qqqqq,1,0,0,0
461,2022-01-12 14:14:26+00:00,docf4kidZZ,"Please help support Kpop Stans 4 Leni, add a #Twibbon now! https://t.co/XFBLPirc2S qqqqq",1,0,0,0
462,2022-01-12 14:14:13+00:00,ihateposh,Congrats Madumb Leni! At least sa Ateneo Graduate School landslide ang victory. Kung paano ‘to magiging reality ay konting prayers pa. #charot 😂😂😂 https://t.co/hLBSz4jd3v qqqqq,12,2,4,0
463,2022-01-12 14:13:23+00:00,nikkodeg,"Again, Angat Buhay Lahat pag sila ang pangulo at pangalawang pangulo natin @lenirobredo @kikopangilinan. #LeniKiko2022 happy #kakampinkwednesday to all. qqqqq",1,0,1,0
464,2022-01-12 14:12:46+00:00,wtfjade,"leni robredo
kiko pangilinan
walden bello
neri colmenares
chel diokno
risa hontiveros

who else…? 
on the fence with trillanes. but di naman ako nagmamadali magdecide, di pa nga na dq si junior. qqqqq",0,0,0,0
465,2022-01-12 14:11:53+00:00,the_law_of_meme,"*Insta model*

Inko har ek minute selfie leni hoti hai...
khana khate huye selfie, car me baithne par selfie, classroom me selfie, sote time selfie qqqqq",4,1,0,0
466,2022-01-12 14:10:52+00:00,ArtStan5,Imagine if our current president thinks like VP Leni. We'd be living a better life. https://t.co/CIdntOKCRK qqqqq,0,0,0,0
467,2022-01-12 14:10:42+00:00,KapamilyaVote,"#FreeMassTestingNow? Kung si Leni Robredo ang presidente, libre ang COVID testing para sa lahat! #LabanLeni2022 #LeniKiko2022 #TRoPa2022 https://t.co/6aOHtke3Hz qqqqq",22,0,7,0
468,2022-01-12 14:10:14+00:00,paodgm,Puro VP Leni ads ngayon sa Duolingo. 😂 qqqqq,1,2,0,0
469,2022-01-12 14:09:44+00:00,WolPers027,Angat Buhay Lahat kay leni robredo qqqqq,0,0,0,0
470,2022-01-12 14:09:13+00:00,seoulful__,"Please help support Kpop Stans 4 Leni, add a #Twibbon now! https://t.co/4fYHPigARI qqqqq",1,1,0,0
471,2022-01-12 14:08:57+00:00,RegVoterPH,"Each time i think of Leni vs Manny debate i quietly laugh about it.

BUT imagine MDS vs Leni?! baka sa heart attack mamatay si MDS hnd s cancer! (RIP MDS). qqqqq",1,0,0,0
472,2022-01-12 14:08:50+00:00,rochhreps,"imma share this sa ibang kakilala ko na undecided pa pero going to leni na kaso had doubts kasi baka maging ""puppet"" daw ng mga kasama nya. Ang powerful nung ""let my records speak for itself"" ✨ laban na laban labet https://t.co/nme8oRhMDR qqqqq",0,0,0,0
473,2022-01-12 14:07:56+00:00,Krish302879751,Are bhai kya planning he ye. Yaar bouncer kyu mar rahe he bowlers ko. Pagal he yaar indian. Jab marnibthi tab mari nahi or ab age dale wicket leni he tab bouncer dal rahe he. @imVkohli bhai out karna he. Ohir timo hi khelna he rabada ko. #SAvIND https://t.co/vi5EkoIgWm qqqqq,0,0,0,0
474,2022-01-12 14:07:50+00:00,zack20398098,Daming supporter ni Leni sa twitter does this means na marami siyang manyak na followers? hahaha https://t.co/yQ1uiTdYj1 qqqqq,0,0,0,0
475,2022-01-12 14:07:13+00:00,BBMLangTayo_,"Gobyernong lutang, tanga buhay lahat kay Leni kaya  #KayMarcosTayo #BangonBayanMuli
BBMSARA PARIN https://t.co/2BwDlAK1P5 qqqqq",0,1,2,1
476,2022-01-12 14:06:48+00:00,ALTiWantTFC,Ewan pero medyo natuwa ako dito 💗💗 Magandang platform to help them know VP Leni and syempre Senator Kiko!! Laban!!! #LeniKiko2022 https://t.co/Y5UOxjPakp qqqqq,10,1,0,0
477,2022-01-12 14:06:36+00:00,hirayahmanawari,i'm voting leni robredo talaga lalo na bibigyan nya rin atensyon maritime schools qqqqq,3,0,2,0
478,2022-01-12 14:04:06+00:00,arigrandussy,KPOP STANS STANDING WITH LENI 😭 whatever gets the shit done ig qqqqq,0,0,0,0
479,2022-01-12 14:02:32+00:00,kongart10,"Hi guys! Join na kayo sa ABL - Angat Buhay Lahat. This is to counter the group na ginawa rin ng kabila na ""ABL -Anyone But Leni"". Gagawin natin itong isa sa mga main channel to push the campaign forward. Ang goal natin is to reach 100k!! Join naaa! 

Here: https://t.co/NGPYQte3ag qqqqq",2,0,1,0
480,2022-01-12 14:00:46+00:00,stargazerme_18,Bet ko topic ng inuman nila tito 😂 daliii GOOO mga tito!!!! educate your friend. Leni tayoooo dito sa bahay qqqqq,0,0,0,0
481,2022-01-12 13:59:59+00:00,greenheart331,"I am from Leyte, and my President is Leni.
#GobyernongTapatAngatBuhayLahat https://t.co/cs5ATkM6Ch qqqqq",2,0,1,0
482,2022-01-12 13:57:56+00:00,iamsheenangulo,"This account was originally my fan account that turned to personal account. Now, my tweets are all about my political views and admiration to VP Leni Robredo as a public servant. 💗 qqqqq",18,0,3,1
483,2022-01-12 13:57:44+00:00,Ana92750547,"Todo ang support ko kay VP Leni.Marami na kong nakasagutan at in-unfriend(friends &amp; relatives)na sarado ang utak.Ilalaban ko tlaga siya!!Pero Sabi ko nga once na nanalo at nakita kong nagnakaw siya,mabilis pa sa alas-kwatro tatalikod ako at puputaktihin ng batikos.
#LeniKiko2022 qqqqq",23,1,1,1
484,2022-01-12 13:57:31+00:00,Sebastilorenzo,OMG! THE HYPOCRISY OF ANGAT BUHAY LAHAT👇🏻@lenirobredo PAANO AANGAT ANG BUHAY KUNG GANITO ANG MINDSET NYO🤭 https://t.co/oCd2A11l2y qqqqq,1,0,0,0
485,2022-01-12 13:57:08+00:00,214Ashmatt,"The day when madam leni Robredo announce as president off the Republic off the philippines 🙏🙏🙏
 https://t.co/8a6ydEhogv qqqqq",113,0,16,0
486,2022-01-12 13:57:07+00:00,J_faenboy,"Si Leni ginamit ang covid para mas paigtingin ang trabaho, si Bongbong ginamit ang covid para takasan trabahuhin ang caso qqqqq",4,0,1,0
487,2022-01-12 13:55:53+00:00,Unnatibhardwaaj,"I remember the first ride with him, as he sat on my scooty he said ""tu rhnede, mujhe vaps aake class bhi leni hai""🙂 qqqqq",1,0,0,0
488,2022-01-12 13:55:38+00:00,TitaCluvSarahG,"Yes dapat ng mapalitan si Panggulong Du30 coz he is JINX or MALAS kaya di tayo makawala sa Covid19, bagyo, lindol, etc.... Dapat si VP LENI pumalit coz she is a GOOD PERSON at para swertehin ang Pilipinas. https://t.co/MWLCCQ3WrV qqqqq",5,0,0,0
489,2022-01-12 13:55:10+00:00,Sheenanigans5,Ay bet yung ✨Go Leni Rockstar ✨ https://t.co/QS4mX8gFBa qqqqq,2,0,0,0
490,2022-01-12 13:54:45+00:00,hiatushasheyn,Aangat lang ang Buhay mo kapag ang pinili mong Presidente ay si Madumb Leni Nerveredo. Kaya #ABL na kayo qqqqq,2,0,0,0
491,2022-01-12 13:54:36+00:00,black_world_3,Abhi room mein heater chla k khud kushi kr leni chahiay bs bht ho gaya 🙂😔😐 qqqqq,17,4,0,0
492,2022-01-12 13:54:16+00:00,News5PH,"Ito ang sagot ni presidential aspirant Vice Pres. Leni Robredo sa kaniyang panayam sa #Agenda ng ONE News ukol sa agam-agam ng ilan niyang tagasuporta na baka mapalibutan umano siya ng ""dilawan"" sakaling maupong pangulo. #BilangPilipino2022 https://t.co/qxF4jp9xiF qqqqq",96,13,20,4
493,2022-01-12 13:52:50+00:00,BatangPink2022,"Choose Wisely.
Choose Leni.

Gobyernong Tapat Angat Buhay Lahat
#LeniRobredo2022 https://t.co/1Fr2AEAolx qqqqq",11,0,5,0
494,2022-01-12 13:52:24+00:00,tycharlie_bns,"Please help support Kpop Stans 4 Leni, add a #Twibbon now! https://t.co/qsoHilOEsG qqqqq",1,0,0,0
495,2022-01-12 13:51:25+00:00,xtrajoshie,I cannot wait to vote for Leni Robredo qqqqq,7,0,1,0
496,2022-01-12 13:51:24+00:00,rpg0n,"Evil ABL group members be like ""natulog lang kami lamang na si Leni lugaw! Parecount na yan!"" Lololol #LeniKiko2022 https://t.co/LJY5dg09y8 qqqqq",1,0,1,0
497,2022-01-12 13:49:35+00:00,notnajaeminn,i don’t know what’s happening sa utak ng taong sumusuporta kay m@rc0s i mean di pa ako fully kay leni magvovote pero shuta kay m@rc0s he was never my option in the first place pero if u support him go lng patuloy niyo ang pagiging blind niyo qqqqq,0,0,0,0
498,2022-01-12 13:49:15+00:00,JuanderBBoi,"I'm from Ilocos Norte and my vote is for Leni Robredo as the next president.

Guys, huwag kayo masyadong paniwala kay Narcos JR. Political dynasties have a way of putting their family's interests first before the nation's.

#Kakampink
#LeniKiko2022 https://t.co/SgIbWvpJEO qqqqq",64,1,14,1
499,2022-01-12 13:47:33+00:00,justjimini,Ye wali vaccine leni cahiye this yar.... https://t.co/y8bJL6fFtl qqqqq,0,1,0,0
500,2022-01-12 13:47:09+00:00,Turing88,Hacked?! Baka Hackers for Leni yan… https://t.co/umu9B5VK3P qqqqq,0,0,0,0
501,2022-01-12 13:46:51+00:00,iKWON131,VIPS FOR LENI WHERE Y’ALL @?? ipanalo natin si leni para magcomeback na bigbang https://t.co/xf5ZaftuZi qqqqq,3,0,1,0
502,2022-01-12 13:45:32+00:00,jaiguzonvevo,Kumakain ng kilikili 4 Leni qqqqq,0,0,0,0
503,2022-01-12 13:42:40+00:00,jon_canete,"Overheard of a new tagline. 

ABL=Ang Boba ni Leni😂😂😂 qqqqq",1,0,0,0
504,2022-01-12 13:42:34+00:00,Xon41584217,"Leni Robredo 97% so far 
Sa Gobyernong Tapat, Angat Buhay Lahat https://t.co/oXvTo84k7i qqqqq",2,1,1,0
505,2022-01-12 13:41:54+00:00,sooyaaaforlife,"Please help support Kpop Stans 4 Leni, add a #Twibbon now! https://t.co/S24FyoFYy3 qqqqq",1,0,0,0
506,2022-01-12 13:41:01+00:00,tarvax,"U know the leader is GOOD when she inspires u &amp; everyone else to do better, help others, &amp; always volunteer &amp; offer services &amp; talents for a greater cause. That's the effect of vPresident Leni. Peksman. Dati wala lang, walang pakelam, but now inspired makibalikat sa pag-angat. qqqqq",0,1,0,0
507,2022-01-12 13:40:19+00:00,alfreddygutz,"Please help support Kpop Stans 4 Leni, add a #Twibbon now! https://t.co/7xJdFn6mXX qqqqq",2,0,0,0
508,2022-01-12 13:40:03+00:00,teewhycharlie,"Please help support Kpop Stans 4 Leni, add a #Twibbon now! https://t.co/XgehisXYlj qqqqq",2,0,0,0
509,2022-01-12 13:39:58+00:00,malwedamunda,"wine si leni mehengi, cup hunde fill kude qqqqq",0,0,0,0
510,2022-01-12 13:36:59+00:00,JeongieRyu,i still remember leni the lizard qqqqq,0,0,0,0
511,2022-01-12 13:36:52+00:00,UrstrulyShiva_9,PK Ruling link leni Words.. Kastam Ika https://t.co/0xZEiUrHpn qqqqq,2,0,0,0
512,2022-01-12 13:36:36+00:00,VirgoQuiang,"Lalong maglandslide c VP Leni👏
#DisqualifyMarcosJr https://t.co/frSYtjU6l6 qqqqq",1,0,0,0
513,2022-01-12 13:36:34+00:00,artisanaI,Oomf said Iglesia Leni Supporters are called kakamp-INC 😭😭😭 qqqqq,38,0,7,0
514,2022-01-12 13:36:26+00:00,tiyovictorious,"ppl are asking why i am so passionate abt campaigning for vp leni? u know why? 

bcoz i see how crucial this election is for my future career and profession. we need a transformative leader. we need a working president especially during these times. hoping u'll realize it as well qqqqq",20,0,4,0
515,2022-01-12 13:36:15+00:00,BreinSierra,Nakakaumay ka na po nay leni https://t.co/0R2u5x7f5q qqqqq,0,0,0,0
516,2022-01-12 13:35:13+00:00,OnlytheBrave28,What if i just use this to reply to VP Leni's trolls? 🤣 https://t.co/NrloWJVnzz qqqqq,1,0,0,0
517,2022-01-12 13:34:50+00:00,BisayangIlokano,"taena yung mga comment nung mga pro Leni sa post na to, hahaha https://t.co/a91mr5JBVs qqqqq",3,1,0,0
518,2022-01-12 13:34:33+00:00,NikkiCatamora,"Please help support Kpop Stans 4 Leni, add a #Twibbon now! https://t.co/Fj266oCzJD qqqqq",1,0,0,0
519,2022-01-12 13:33:54+00:00,CoyoteRadiant,"Kapag Ang weird ng statements ni Leni ange xcuse ng kakampinks e ""spliced"" or ""idiomatic expression"". K. qqqqq",1,0,0,0
520,2022-01-12 13:33:49+00:00,JLCJambaro,"SKL din, ito rin 'yung video na naging dahilan para mas kilalanin ko pa si VP Leni Robredo.

I was moved by her story. 

BTW, former supporter ako ni Marcos Jr. https://t.co/Zbis8xjswa qqqqq",10,0,2,0
521,2022-01-12 13:33:31+00:00,MilesHalter,Reasons why VP Leni is the best presidential candidate. https://t.co/Oc6KTAxAHf qqqqq,3,0,0,0
522,2022-01-12 13:33:19+00:00,EngrPitz,Bumili ako ng tarpaulin ni VP leni. Dinamihan ko para ipamigay sa mga kapitbahay namin na alam kong Leni sila pero hindi kaya magpagawa o hindi priority ang bumili ng tarp. Dito man lang malaman nila na marami sa barangay namin ang para kay leni. :) qqqqq,31,0,1,0
523,2022-01-12 13:32:42+00:00,NuegasGabriel,Leni Robredo for Seafarers.✔️✔️✔️https://t.co/XID7isFXiW qqqqq,1,0,0,0
524,2022-01-12 13:32:12+00:00,annnnnnn_suju,spent my evening with my parents 😍 basically pinanuod nila lahat ng vids ni vp leni nung visit dito kasi wala sila that time hahaha qqqqq,0,0,0,0
