vp,323,18.81188118811881
robredo,261,15.200931857891673
lenirobredo,183,10.65812463599301
buhay,171,9.95923121723937
angat,132,7.68782760629004
president,122,7.105416423995341
tapat,95,5.53290623179965
please,94,5.474665113570181
bbm,93,5.41642399534071
help,93,5.41642399534071
support,91,5.29994175888177
4,88,5.12521840419336
kiko,84,4.89225393127548
stans,81,4.7175305765870705
gobyernong,80,4.6592894583576
kpop,80,4.6592894583576
add,76,4.42632498543972
twibbon,75,4.368083867210251
lenikiko2022,70,4.0768782760629
vice,58,3.37798485730926
abl,55,3.20326150262085
leniforpresident2022,50,2.9120559114735003
like,46,2.6790914385556204
marcos,45,2.6208503203261504
2022,45,2.6208503203261504
vote,43,2.5043680838672104
lenikiko,43,2.5043680838672104
kakampinks,40,2.3296447291788
kakampink,40,2.3296447291788
one,40,2.3296447291788
news,40,2.3296447291788
people,39,2.2714036109493305
supporters,38,2.21316249271986
fb,36,2.09668025626092
anyone,35,2.03843913803145
campaign,34,1.9801980198019802
fake,34,1.9801980198019802
group,33,1.92195690157251
lead,32,1.8637157833430402
survey,32,1.8637157833430402
good,31,1.80547466511357
lugaw,29,1.68899242865463
madam,28,1.6307513104251603
tapos,28,1.6307513104251603
hahaha,28,1.6307513104251603
time,28,1.6307513104251603
still,28,1.6307513104251603
ki,27,1.57251019219569
magandang,27,1.57251019219569
pilipino,27,1.57251019219569
win,26,1.5142690739662201
lenis,25,1.4560279557367501
trolls,24,1.3977868375072802
presidential,24,1.3977868375072802
isko,24,1.3977868375072802
mama,24,1.3977868375072802
ovp,24,1.3977868375072802
even,23,1.3395457192778102
magnanakaw,23,1.3395457192778102
meron,23,1.3395457192778102
2016,23,1.3395457192778102
members,22,1.28130460104834
covid,22,1.28130460104834
hai,22,1.28130460104834
twitter,22,1.28130460104834
pangilinan,22,1.28130460104834
know,22,1.28130460104834
ayaw,22,1.28130460104834
duterte,21,1.22306348281887
presidente,21,1.22306348281887
manalo,21,1.22306348281887
need,21,1.22306348281887
ekonsulta,21,1.22306348281887
election,21,1.22306348281887
pandemic,21,1.22306348281887
thank,21,1.22306348281887
tanga,20,1.1648223645894
think,20,1.1648223645894
media,20,1.1648223645894
tao,20,1.1648223645894
team,20,1.1648223645894
kakampinkwednesday,20,1.1648223645894
pink,19,1.10658124635993
gobyerno,19,1.10658124635993
supporter,19,1.10658124635993
sumusuporta,19,1.10658124635993
kinabukasan,19,1.10658124635993
kikopangilinan,19,1.10658124635993
said,19,1.10658124635993
happy,19,1.10658124635993
way,19,1.10658124635993
anong,18,1.04834012813046
kaymarcostayo,18,1.04834012813046
bayanihan,18,1.04834012813046
sen,18,1.04834012813046
iboboto,18,1.04834012813046
swab,18,1.04834012813046
man,17,0.9900990099009901
facebook,17,0.9900990099009901
ads,17,0.9900990099009901
"
lenikiko2022",17,0.9900990099009901
city,17,0.9900990099009901
philippines,17,0.9900990099009901
nanalo,16,0.9318578916715201
angatbuhaylahat,16,0.9318578916715201
youtube,16,0.9318578916715201
bayan,16,0.9318578916715201
country,16,0.9318578916715201
public,16,0.9318578916715201
letlenilead2022,16,0.9318578916715201
tagline,16,0.9318578916715201
first,15,0.8736167734420501
lumalaban,15,0.8736167734420501
mananalo,15,0.8736167734420501
pres,15,0.8736167734420501
daming,15,0.8736167734420501
post,15,0.8736167734420501
party,15,0.8736167734420501
ma,15,0.8736167734420501
iboto,15,0.8736167734420501
free,15,0.8736167734420501
new,15,0.8736167734420501
nanay,14,0.8153756552125802
get,14,0.8153756552125802
"

kay",14,0.8153756552125802
would,14,0.8153756552125802
voting,14,0.8153756552125802
volunteers,14,0.8153756552125802
make,14,0.8153756552125802
covid19,14,0.8153756552125802
lo,14,0.8153756552125802
2,14,0.8153756552125802
imagine,14,0.8153756552125802
political,14,0.8153756552125802
leni’s,14,0.8153756552125802
last,14,0.8153756552125802
😂,14,0.8153756552125802
cab,14,0.8153756552125802
agenda,14,0.8153756552125802
best,13,0.7571345369831101
comelec,13,0.7571345369831101
candidates,13,0.7571345369831101
ke,13,0.7571345369831101
🎀,13,0.7571345369831101
bhi,13,0.7571345369831101
anak,13,0.7571345369831101
lalo,13,0.7571345369831101
klum,13,0.7571345369831101
sara,13,0.7571345369831101
pilipinas,13,0.7571345369831101
right,13,0.7571345369831101
better,13,0.7571345369831101
hate,12,0.6988934187536401
change,12,0.6988934187536401
k,12,0.6988934187536401
nahi,12,0.6988934187536401
jr,12,0.6988934187536401
aangat,12,0.6988934187536401
day,12,0.6988934187536401
😂😂😂,12,0.6988934187536401
want,12,0.6988934187536401
bongbong,12,0.6988934187536401
back,12,0.6988934187536401
birthday,12,0.6988934187536401
bansa,12,0.6988934187536401
bar,12,0.6988934187536401
leader,12,0.6988934187536401
next,12,0.6988934187536401
d,12,0.6988934187536401
national,12,0.6988934187536401
already,12,0.6988934187536401
future,12,0.6988934187536401
"tapat
angat",12,0.6988934187536401
fact,11,0.64065230052417
family,11,0.64065230052417
followers,11,0.64065230052417
se,11,0.64065230052417
become,11,0.64065230052417
akala,11,0.64065230052417
pangulo,11,0.64065230052417
give,11,0.64065230052417
keep,11,0.64065230052417
true,11,0.64065230052417
maraming,11,0.64065230052417
liberal,11,0.64065230052417
tama,11,0.64065230052417
elections,11,0.64065230052417
madumb,11,0.64065230052417
lbm,11,0.64065230052417
look,11,0.64065230052417
salamat,11,0.64065230052417
reach,11,0.64065230052417
taong,11,0.64065230052417
budget,11,0.64065230052417
never,11,0.64065230052417
service,11,0.64065230052417
care,11,0.64065230052417
magiging,11,0.64065230052417
person,11,0.64065230052417
"

gobyernong",11,0.64065230052417
robredos,11,0.64065230052417
nagawa,10,0.5824111822947
page,10,0.5824111822947
love,10,0.5824111822947
boto,10,0.5824111822947
video,10,0.5824111822947
kandidato,10,0.5824111822947
slogan,10,0.5824111822947
vs,10,0.5824111822947
chance,10,0.5824111822947
cabinet,10,0.5824111822947
fight,10,0.5824111822947
dilawan,10,0.5824111822947
3,10,0.5824111822947
lng,10,0.5824111822947
letlenilead,10,0.5824111822947
lp,10,0.5824111822947
1,10,0.5824111822947
kuda,10,0.5824111822947
hard,10,0.5824111822947
response,10,0.5824111822947
votes,10,0.5824111822947
nakikita,10,0.5824111822947
tarp,10,0.5824111822947
friend,10,0.5824111822947
heart,10,0.5824111822947
tweet,9,0.52417006406523
enough,9,0.52417006406523
corrupt,9,0.52417006406523
year,9,0.52417006406523
itong,9,0.52417006406523
malakas,9,0.52417006406523
join,9,0.52417006406523
bobo,9,0.52417006406523
kita,9,0.52417006406523
pwede,9,0.52417006406523
wins,9,0.52417006406523
quezon,9,0.52417006406523
real,9,0.52417006406523
maam,9,0.52417006406523
interview,9,0.52417006406523
ganda,9,0.52417006406523
filipino,9,0.52417006406523
ah,9,0.52417006406523
lagi,9,0.52417006406523
got,9,0.52417006406523
years,9,0.52417006406523
servant,9,0.52417006406523
candidate,9,0.52417006406523
hi,9,0.52417006406523
chahiye,9,0.52417006406523
totoo,9,0.52417006406523
laki,9,0.52417006406523
bahay,9,0.52417006406523
law,9,0.52417006406523
✨,9,0.52417006406523
dami,9,0.52417006406523
take,9,0.52417006406523
administration,9,0.52417006406523
social,9,0.52417006406523
problem,9,0.52417006406523
hope,9,0.52417006406523
wednesday,9,0.52417006406523
💗,8,0.46592894583576006
namang,8,0.46592894583576006
business,8,0.46592894583576006
cavite,8,0.46592894583576006
jonvicremulla,8,0.46592894583576006
bet,8,0.46592894583576006
ganito,8,0.46592894583576006
put,8,0.46592894583576006
name,8,0.46592894583576006
"parin
kaymarcostayo",8,0.46592894583576006
won,8,0.46592894583576006
trust,8,0.46592894583576006
maka,8,0.46592894583576006
ninyo,8,0.46592894583576006
thing,8,0.46592894583576006
always,8,0.46592894583576006
someone,8,0.46592894583576006
maganda,8,0.46592894583576006
raw,8,0.46592894583576006
le,8,0.46592894583576006
presidency,8,0.46592894583576006
bid,8,0.46592894583576006
puso,8,0.46592894583576006
boba,8,0.46592894583576006
healthcare,8,0.46592894583576006
pamilya,8,0.46592894583576006
ya,8,0.46592894583576006
riefenstahl,8,0.46592894583576006
😭,8,0.46592894583576006
lenirobredo2022,8,0.46592894583576006
something,8,0.46592894583576006
positive,8,0.46592894583576006
isip,8,0.46592894583576006
"robredo
leni",8,0.46592894583576006
proud,8,0.46592894583576006
labanleni2022,8,0.46592894583576006
lutang,8,0.46592894583576006
mujhe,8,0.46592894583576006
place,8,0.46592894583576006
💕,8,0.46592894583576006
🤣,8,0.46592894583576006
pro,8,0.46592894583576006
resources,8,0.46592894583576006
sinasabi,8,0.46592894583576006
government,7,0.4076878276062901
record,7,0.4076878276062901
pera,7,0.4076878276062901
leading,7,0.4076878276062901
choice,7,0.4076878276062901
campaigning,7,0.4076878276062901
sense,7,0.4076878276062901
12,7,0.4076878276062901
gov,7,0.4076878276062901
yang,7,0.4076878276062901
pacquiao,7,0.4076878276062901
socmed,7,0.4076878276062901
huhu,7,0.4076878276062901
landslide,7,0.4076878276062901
senatorial,7,0.4076878276062901
volunteer,7,0.4076878276062901
saying,7,0.4076878276062901
going,7,0.4076878276062901
bad,7,0.4076878276062901
malinis,7,0.4076878276062901
surveys,7,0.4076878276062901
💖,7,0.4076878276062901
gobyernongtapatangatbuhaylahat,7,0.4076878276062901
troll,7,0.4076878276062901
kase,7,0.4076878276062901
god,7,0.4076878276062901
watch,7,0.4076878276062901
comments,7,0.4076878276062901
"
bbmsara",7,0.4076878276062901
cannot,7,0.4076878276062901
reason,7,0.4076878276062901
filipinos,7,0.4076878276062901
everyone,7,0.4076878276062901
open,7,0.4076878276062901
tiktok,7,0.4076878276062901
days,7,0.4076878276062901
safe,7,0.4076878276062901
kaso,7,0.4076878276062901
kuya,7,0.4076878276062901
two,7,0.4076878276062901
funny,7,0.4076878276062901
6,7,0.4076878276062901
debate,7,0.4076878276062901
cancel,7,0.4076878276062901
mother,7,0.4076878276062901
manila,7,0.4076878276062901
posts,7,0.4076878276062901
without,7,0.4076878276062901
super,7,0.4076878276062901
position,7,0.4076878276062901
lord,7,0.4076878276062901
stickers,7,0.4076878276062901
1111,7,0.4076878276062901
daughter,7,0.4076878276062901
call,7,0.4076878276062901
bbmsara,7,0.4076878276062901
❤️,7,0.4076878276062901
pagasa,7,0.4076878276062901
trying,7,0.4076878276062901
ho,7,0.4076878276062901
dati,7,0.4076878276062901
asking,7,0.4076878276062901
issue,7,0.4076878276062901
poster,7,0.4076878276062901
number,7,0.4076878276062901
maayos,7,0.4076878276062901
matino,7,0.4076878276062901
"lahat
vp",7,0.4076878276062901
matalino,7,0.4076878276062901
angeles,7,0.4076878276062901
dapatsileni,7,0.4076878276062901
ulit,7,0.4076878276062901
ne,7,0.4076878276062901
start,6,0.34944670937682004
kind,6,0.34944670937682004
ipanalo,6,0.34944670937682004
economist,6,0.34944670937682004
staff,6,0.34944670937682004
matapos,6,0.34944670937682004
del,6,0.34944670937682004
